"class","category"
DummyForGlobalFunctions.EmitCheck(ProblemType *,ProblemType *,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.EmitElemOp(ProblemType *,ProblemType *,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.EmitFunctionDefNop(ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.EmitGoto(ProblemType *,ProblemType *,ProblemType *,ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.EmitIndexOp(ProblemType *,ProblemType,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.EmitJump(ProblemType *,ProblemType *,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.EmitNameOp(ProblemType *,ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.EmitNonLocalJumpFixup(ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.EmitNumberOp(ProblemType *,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.EmitObjectOp(ProblemType *,ProblemType *,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.EmitPropOp(ProblemType *,ProblemType *,ProblemType,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.EmitSlotIndexOp(ProblemType *,ProblemType,ProblemType,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.EmitSwitch(ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.EmitVariables(ProblemType *,ProblemType *,ProblemType *,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.Empty(),"Method"
DummyForGlobalFunctions.EmptyCString(),"Method"
DummyForGlobalFunctions.EnableResizeReflowOptimization(),"Method"
DummyForGlobalFunctions.End(),"Method"
DummyForGlobalFunctions.EndLineReflow(),"Method"
DummyForGlobalFunctions.EndReading(),"Method"
DummyForGlobalFunctions.EndTransaction(),"Method"
DummyForGlobalFunctions.EnqueuePendingMessages(),"Method"
DummyForGlobalFunctions.EnsureLowerCase(char *),"Method"
DummyForGlobalFunctions.EnterPresShell(),"Method"
DummyForGlobalFunctions.Enumerate(),"Method"
DummyForGlobalFunctions.EnumerateFilter(),"Method"
DummyForGlobalFunctions.EnumerateFilters(),"Method"
DummyForGlobalFunctions.EnumerateIfResolved(ProblemType *,ProblemType *,ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.EnumerateRead(),"Method"
DummyForGlobalFunctions.EnumerateScript(),"Method"
DummyForGlobalFunctions.EnumerateSubstitutions(),"Method"
DummyForGlobalFunctions.EnumerateToArray(),"Method"
DummyForGlobalFunctions.Equals(),"Method"
DummyForGlobalFunctions.EqualsLiteral(),"Method"
DummyForGlobalFunctions.EvalCmp(ProblemType,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.EvalCmp(ProblemType,double,double),"Method"
DummyForGlobalFunctions.EventOccurred(),"Method"
DummyForGlobalFunctions.ExecuteTree(),"Method"
DummyForGlobalFunctions.Exists(),"Method"
DummyForGlobalFunctions.ExpiresInPast(),"Method"
DummyForGlobalFunctions.ExplicitSetUploadStream(),"Method"
DummyForGlobalFunctions.ExplodeAnonymousChildLists(),"Method"
DummyForGlobalFunctions.FUN_INTERPRETED(),"Method"
DummyForGlobalFunctions.FUN_NULL_CLOSURE(),"Method"
DummyForGlobalFunctions.FUN_OBJECT(),"Method"
DummyForGlobalFunctions.FUN_SLOW_NATIVE(),"Method"
DummyForGlobalFunctions.FUN_TRCINFO(),"Method"
DummyForGlobalFunctions.Fault(char *,Anonymous_11 *),"Method"
DummyForGlobalFunctions.Fault(char *,void *,char *,void *),"Method"
DummyForGlobalFunctions.FillRect(),"Method"
DummyForGlobalFunctions.FinalizeCacheEntry(),"Method"
DummyForGlobalFunctions.FindAttributeDependence(),"Method"
DummyForGlobalFunctions.FindChar(),"Method"
DummyForGlobalFunctions.FindCharInReadable(),"Method"
DummyForGlobalFunctions.FindCharInSet(),"Method"
DummyForGlobalFunctions.FindExecutableModule(),"Method"
DummyForGlobalFunctions.FindInReadable(),"Method"
DummyForGlobalFunctions.FindLineFor(),"Method"
DummyForGlobalFunctions.FindNearestSpanDep(ProblemType *,ProblemType,int,ProblemType *),"Method"
DummyForGlobalFunctions.FindUndemotesInTypemaps(),"Method"
DummyForGlobalFunctions.FindVMCompatiblePeer(),"Method"
DummyForGlobalFunctions.Finish(),"Method"
DummyForGlobalFunctions.FinishAndStoreOverflow(),"Method"
DummyForGlobalFunctions.FinishCycleCollection(),"Method"
DummyForGlobalFunctions.FinishParsedObjects(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.FinishReflowChild(),"Method"
DummyForGlobalFunctions.FirstChild(),"Method"
DummyForGlobalFunctions.FlagSystemFilenamePrefix(),"Method"
DummyForGlobalFunctions.Flatten(),"Method"
DummyForGlobalFunctions.FlattenTo(),"Method"
DummyForGlobalFunctions.FlushAllCaches(),"Method"
DummyForGlobalFunctions.FlushPops(ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.FlushSkinBindings(),"Method"
DummyForGlobalFunctions.FlushSkinBindingsForWindow(ProblemType *),"Method"
DummyForGlobalFunctions.FlushSkinCaches(),"Method"
DummyForGlobalFunctions.FontListLength(),"Method"
DummyForGlobalFunctions.ForceBreak(),"Method"
DummyForGlobalFunctions.ForceBreakAtPosition(),"Method"
DummyForGlobalFunctions.Forget(),"Method"
DummyForGlobalFunctions.ForgetGuardedShapesForObject(ProblemType *,ProblemType *,ProblemType,void *),"Method"
DummyForGlobalFunctions.ForgetLink(),"Method"
DummyForGlobalFunctions.ForgetRuntime(),"Method"
DummyForGlobalFunctions.FormatPRTime(),"Method"
DummyForGlobalFunctions.FormatStringFromName(),"Method"
DummyForGlobalFunctions.FragmentHash(void *,ProblemType *,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.FrameAtomBase(),"Method"
DummyForGlobalFunctions.FrameManager(),"Method"
DummyForGlobalFunctions.FrameNeedsReflow(),"Method"
DummyForGlobalFunctions.FrameStartsCounterScope(),"Method"
DummyForGlobalFunctions.FreeContext(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.FreeFloats(),"Method"
DummyForGlobalFunctions.FreeJumpTargets(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.FreeLineBox(),"Method"
DummyForGlobalFunctions.FreeOldArenas(ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.FullMapFromExit(ProblemType &,ProblemType *),"Method"
DummyForGlobalFunctions.GET_ARGC(),"Method"
DummyForGlobalFunctions.GET_ARGNO(),"Method"
DummyForGlobalFunctions.GET_FUNCTION_PRIVATE(),"Method"
DummyForGlobalFunctions.GET_INDEX(),"Method"
DummyForGlobalFunctions.GET_INDEXBASE(),"Method"
DummyForGlobalFunctions.GET_JUMPX_OFFSET(),"Method"
DummyForGlobalFunctions.GET_JUMP_OFFSET(),"Method"
DummyForGlobalFunctions.GET_SLOTNO(),"Method"
DummyForGlobalFunctions.GET_SPANDEP_INDEX(),"Method"
DummyForGlobalFunctions.GET_UINT16(),"Method"
DummyForGlobalFunctions.GET_UINT24(),"Method"
DummyForGlobalFunctions.GUARDJUMP(),"Method"
DummyForGlobalFunctions.GatherSystemInformation(),"Method"
DummyForGlobalFunctions.GenCredsAndSetEntry(),"Method"
DummyForGlobalFunctions.GenerateCacheKey(),"Method"
DummyForGlobalFunctions.GenerateCredentials(),"Method"
DummyForGlobalFunctions.GenerateUniqueID(),"Method"
DummyForGlobalFunctions.Get(),"Method"
DummyForGlobalFunctions.GetAbove(),"Method"
DummyForGlobalFunctions.GetAbsPosClipRect(),"Method"
DummyForGlobalFunctions.GetAccessGranted(),"Method"
DummyForGlobalFunctions.GetAccurateVisibleRegions(),"Method"
DummyForGlobalFunctions.GetAdvanceWidth(),"Method"
DummyForGlobalFunctions.GetAgentStyleSheets(),"Method"
DummyForGlobalFunctions.GetApplicationCache(),"Method"
DummyForGlobalFunctions.GetArgc(),"Method"
DummyForGlobalFunctions.GetArgvPtr(),"Method"
DummyForGlobalFunctions.GetAsciiHost(),"Method"
DummyForGlobalFunctions.GetAsciiSpec(),"Method"
DummyForGlobalFunctions.GetAttr(),"Method"
DummyForGlobalFunctions.GetAuthEntryForDomain(),"Method"
DummyForGlobalFunctions.GetAuthEntryForPath(),"Method"
DummyForGlobalFunctions.GetAuthFlags(),"Method"
DummyForGlobalFunctions.GetAuthPrompt(ProblemType *,ProblemType,ProblemType * *),"Method"
DummyForGlobalFunctions.GetAuthType(char *,ProblemType &),"Method"
DummyForGlobalFunctions.GetAuthenticator(),"Method"
DummyForGlobalFunctions.GetAuthorizationMembers(),"Method"
DummyForGlobalFunctions.GetAvailableSpace(),"Method"
DummyForGlobalFunctions.GetBackgroundPaintFlags(),"Method"
DummyForGlobalFunctions.GetBase(),"Method"
DummyForGlobalFunctions.GetBaseTarget(),"Method"
DummyForGlobalFunctions.GetBoolPref(),"Method"
DummyForGlobalFunctions.GetBorder(),"Method"
DummyForGlobalFunctions.GetBorderWidth(),"Method"
DummyForGlobalFunctions.GetBottom(),"Method"
DummyForGlobalFunctions.GetBounds(),"Method"
DummyForGlobalFunctions.GetBreakTypeAfter(),"Method"
DummyForGlobalFunctions.GetBreakTypeBefore(),"Method"
DummyForGlobalFunctions.GetBreakpointHook(),"Method"
DummyForGlobalFunctions.GetCacheSession(),"Method"
DummyForGlobalFunctions.GetCanceled(),"Method"
DummyForGlobalFunctions.GetCaret(),"Method"
DummyForGlobalFunctions.GetCaretFrame(),"Method"
DummyForGlobalFunctions.GetCaretRect(),"Method"
DummyForGlobalFunctions.GetCert(),"Method"
DummyForGlobalFunctions.GetCharCode(),"Method"
DummyForGlobalFunctions.GetCharPref(),"Method"
DummyForGlobalFunctions.GetChildCount(),"Method"
DummyForGlobalFunctions.GetChildList(),"Method"
DummyForGlobalFunctions.GetClientData(),"Method"
DummyForGlobalFunctions.GetClientID(),"Method"
DummyForGlobalFunctions.GetCombinedArea(),"Method"
DummyForGlobalFunctions.GetConfidence(),"Method"
DummyForGlobalFunctions.GetContent(),"Method"
DummyForGlobalFunctions.GetContentForEvent(),"Method"
DummyForGlobalFunctions.GetContentInsertionFrame(),"Method"
DummyForGlobalFunctions.GetContentSniffers(),"Method"
DummyForGlobalFunctions.GetContentViewer(),"Method"
DummyForGlobalFunctions.GetCookieService(),"Method"
DummyForGlobalFunctions.GetCookieStringFromHttp(),"Method"
DummyForGlobalFunctions.GetCoordValue(),"Method"
DummyForGlobalFunctions.GetCredentials(),"Method"
DummyForGlobalFunctions.GetCredentialsForChallenge(),"Method"
DummyForGlobalFunctions.GetCurrentCharLen(),"Method"
DummyForGlobalFunctions.GetCurrentDoc(),"Method"
DummyForGlobalFunctions.GetCurrentNativeCallContext(),"Method"
DummyForGlobalFunctions.GetCurrentPath(),"Method"
DummyForGlobalFunctions.GetCurrentSpanCount(),"Method"
DummyForGlobalFunctions.GetCurrentWorkingDir(char *,ProblemType),"Method"
DummyForGlobalFunctions.GetData(),"Method"
DummyForGlobalFunctions.GetDataSize(),"Method"
DummyForGlobalFunctions.GetDebugHook(),"Method"
DummyForGlobalFunctions.GetDebuggerHook(),"Method"
DummyForGlobalFunctions.GetDefaultBranch(),"Method"
DummyForGlobalFunctions.GetDeltaToMozTransformOrigin(nsIFrame *,float,ProblemType *),"Method"
DummyForGlobalFunctions.GetDesignMode(),"Method"
DummyForGlobalFunctions.GetDesiredScrollbarSizes(),"Method"
DummyForGlobalFunctions.GetDirectory(),"Method"
DummyForGlobalFunctions.GetDirectoryEntries(),"Method"
DummyForGlobalFunctions.GetDocBaseURI(),"Method"
DummyForGlobalFunctions.GetDocShell(),"Method"
DummyForGlobalFunctions.GetDocument(),"Method"
DummyForGlobalFunctions.GetDocumentCharacterSet(),"Method"
DummyForGlobalFunctions.GetEntityID(),"Method"
DummyForGlobalFunctions.GetEntry(),"Method"
DummyForGlobalFunctions.GetEnumerator(),"Method"
DummyForGlobalFunctions.GetErrorHook(),"Method"
DummyForGlobalFunctions.GetExecutableImageIndex(),"Method"
DummyForGlobalFunctions.GetExpirationTime(),"Method"
DummyForGlobalFunctions.GetExpiresValue(),"Method"
DummyForGlobalFunctions.GetExternalErrorReporting(),"Method"
DummyForGlobalFunctions.GetFailoverForProxy(),"Method"
DummyForGlobalFunctions.GetFile(ProblemType *,ProblemType &,ProblemType &),"Method"
DummyForGlobalFunctions.GetFilePath(),"Method"
DummyForGlobalFunctions.GetFirstChild(),"Method"
DummyForGlobalFunctions.GetFirstContinuation(),"Method"
DummyForGlobalFunctions.GetFirstFloat(),"Method"
DummyForGlobalFunctions.GetFirstInFlow(),"Method"
DummyForGlobalFunctions.GetFirstLetterStyleOK(),"Method"
DummyForGlobalFunctions.GetFirstLineContaining(),"Method"
DummyForGlobalFunctions.GetFlag(),"Method"
DummyForGlobalFunctions.GetFlags(),"Method"
DummyForGlobalFunctions.GetFrameLoader(),"Method"
DummyForGlobalFunctions.GetFrames(),"Method"
DummyForGlobalFunctions.GetFromClosure(ProblemType *,ProblemType *,ClosureVarInfo *,double *),"Method"
DummyForGlobalFunctions.GetFunctionHook(),"Method"
DummyForGlobalFunctions.GetGlobalJSObject(),"Method"
DummyForGlobalFunctions.GetGlobalObject(),"Method"
DummyForGlobalFunctions.GetHandshakeInProgress(),"Method"
DummyForGlobalFunctions.GetHandshakePending(),"Method"
DummyForGlobalFunctions.GetHasCleartextPhase(),"Method"
DummyForGlobalFunctions.GetHashFromHrefString(),"Method"
DummyForGlobalFunctions.GetHeader(),"Method"
DummyForGlobalFunctions.GetHost(),"Method"
DummyForGlobalFunctions.GetHostFromHrefString(),"Method"
DummyForGlobalFunctions.GetHostName(),"Method"
DummyForGlobalFunctions.GetHostPort(),"Method"
DummyForGlobalFunctions.GetHostnameFromHrefString(),"Method"
DummyForGlobalFunctions.GetHref(),"Method"
DummyForGlobalFunctions.GetHrefURIForAnchors(),"Method"
DummyForGlobalFunctions.GetID(),"Method"
DummyForGlobalFunctions.GetIOService(),"Method"
DummyForGlobalFunctions.GetIdentityFromURI(),"Method"
DummyForGlobalFunctions.GetImage(),"Method"
DummyForGlobalFunctions.GetImageCount(),"Method"
DummyForGlobalFunctions.GetInSafeMode(),"Method"
DummyForGlobalFunctions.GetInputFrame(),"Method"
DummyForGlobalFunctions.GetInputValue(),"Method"
DummyForGlobalFunctions.GetIntegerValue(),"Method"
DummyForGlobalFunctions.GetInterface(),"Method"
DummyForGlobalFunctions.GetInterruptHook(),"Method"
DummyForGlobalFunctions.GetIntrinsicRatio(),"Method"
DummyForGlobalFunctions.GetIntrinsicSize(),"Method"
DummyForGlobalFunctions.GetIntrinsicWidth(),"Method"
DummyForGlobalFunctions.GetItemType(),"Method"
DummyForGlobalFunctions.GetJSContext(),"Method"
DummyForGlobalFunctions.GetJumpOffset(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.GetKeyCode(),"Method"
DummyForGlobalFunctions.GetLastFloat(ProblemType *),"Method"
DummyForGlobalFunctions.GetLastModified(),"Method"
DummyForGlobalFunctions.GetLastModifiedValue(),"Method"
DummyForGlobalFunctions.GetLastOptionalBreakPosition(),"Method"
DummyForGlobalFunctions.GetLayerManager(),"Method"
DummyForGlobalFunctions.GetLayerState(),"Method"
DummyForGlobalFunctions.GetLeftUnit(),"Method"
DummyForGlobalFunctions.GetLength(),"Method"
DummyForGlobalFunctions.GetLineEndsInBR(),"Method"
DummyForGlobalFunctions.GetLineNumber(),"Method"
DummyForGlobalFunctions.GetLinkHandler(),"Method"
DummyForGlobalFunctions.GetList(),"Method"
DummyForGlobalFunctions.GetLocation(),"Method"
DummyForGlobalFunctions.GetMIMETypeFromContent(),"Method"
DummyForGlobalFunctions.GetMachHeader(),"Method"
DummyForGlobalFunctions.GetMainMatrixEntry(),"Method"
DummyForGlobalFunctions.GetMarginAttributes(),"Method"
DummyForGlobalFunctions.GetMatchingNamespace(),"Method"
DummyForGlobalFunctions.GetMaxAgeValue(),"Method"
DummyForGlobalFunctions.GetMetaDataElement(),"Method"
DummyForGlobalFunctions.GetMetric(),"Method"
DummyForGlobalFunctions.GetMetrics(),"Method"
DummyForGlobalFunctions.GetMinWidth(),"Method"
DummyForGlobalFunctions.GetMouseThrough(),"Method"
DummyForGlobalFunctions.GetNativeGraphicData(),"Method"
DummyForGlobalFunctions.GetNativeLeafName(),"Method"
DummyForGlobalFunctions.GetNativePath(),"Method"
DummyForGlobalFunctions.GetNativeStackBase(),"Method"
DummyForGlobalFunctions.GetNearestWidget(),"Method"
DummyForGlobalFunctions.GetNext(),"Method"
DummyForGlobalFunctions.GetNextContinuation(),"Method"
DummyForGlobalFunctions.GetNextFile(),"Method"
DummyForGlobalFunctions.GetNextInFlow(),"Method"
DummyForGlobalFunctions.GetNextSibling(),"Method"
DummyForGlobalFunctions.GetNodeInfo(),"Method"
DummyForGlobalFunctions.GetNotAfter(),"Method"
DummyForGlobalFunctions.GetNotBefore(),"Method"
DummyForGlobalFunctions.GetNotificationCallbacks(),"Method"
DummyForGlobalFunctions.GetNumRects(),"Method"
DummyForGlobalFunctions.GetNumberOfStyleSheets(),"Method"
DummyForGlobalFunctions.GetOS(),"Method"
DummyForGlobalFunctions.GetOffsetTo(),"Method"
DummyForGlobalFunctions.GetOriginCharset(),"Method"
DummyForGlobalFunctions.GetOriginalURI(),"Method"
DummyForGlobalFunctions.GetOutOfFlowFrame(),"Method"
DummyForGlobalFunctions.GetOverflowLines(),"Method"
DummyForGlobalFunctions.GetOverflowOutOfFlows(),"Method"
DummyForGlobalFunctions.GetOverflowPlaceholders(),"Method"
DummyForGlobalFunctions.GetOverflowRect(),"Method"
DummyForGlobalFunctions.GetPIPNSSBundleString(),"Method"
DummyForGlobalFunctions.GetPaddingRect(),"Method"
DummyForGlobalFunctions.GetParent(),"Method"
DummyForGlobalFunctions.GetParsedAttr(),"Method"
DummyForGlobalFunctions.GetPassword(),"Method"
DummyForGlobalFunctions.GetPath(),"Method"
DummyForGlobalFunctions.GetPathnameFromHrefString(),"Method"
DummyForGlobalFunctions.GetPauseDepth(),"Method"
DummyForGlobalFunctions.GetPercentValue(),"Method"
DummyForGlobalFunctions.GetPlaceholderFrameFor(),"Method"
DummyForGlobalFunctions.GetPort(),"Method"
DummyForGlobalFunctions.GetPortFromHrefString(),"Method"
DummyForGlobalFunctions.GetPosition(),"Method"
DummyForGlobalFunctions.GetPositionAndSize(),"Method"
DummyForGlobalFunctions.GetPrePath(),"Method"
DummyForGlobalFunctions.GetPrefWidth(),"Method"
DummyForGlobalFunctions.GetPresShell(),"Method"
DummyForGlobalFunctions.GetPrevContinuation(),"Method"
DummyForGlobalFunctions.GetPrevInFlow(),"Method"
DummyForGlobalFunctions.GetPrimaryFrame(),"Method"
DummyForGlobalFunctions.GetPrimaryShell(),"Method"
DummyForGlobalFunctions.GetPromotedType(ProblemType),"Method"
DummyForGlobalFunctions.GetProperty(),"Method"
DummyForGlobalFunctions.GetPropertyAttributes(ProblemType *,ProblemType *,ProblemType *,ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.GetPropertyAttributesById(ProblemType *,ProblemType *,ProblemType,ProblemType,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.GetProtocolFromHrefString(),"Method"
DummyForGlobalFunctions.GetProtocolHandler(),"Method"
DummyForGlobalFunctions.GetProvider(),"Method"
DummyForGlobalFunctions.GetProviderAndPath(),"Method"
DummyForGlobalFunctions.GetQuery(),"Method"
DummyForGlobalFunctions.GetRect(),"Method"
DummyForGlobalFunctions.GetRectDifferenceStrips(ProblemType &,ProblemType &,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.GetRef(),"Method"
DummyForGlobalFunctions.GetRenderMode(),"Method"
DummyForGlobalFunctions.GetRequestSucceeded(),"Method"
DummyForGlobalFunctions.GetResultingTransformMatrix(),"Method"
DummyForGlobalFunctions.GetRetValPtr(),"Method"
DummyForGlobalFunctions.GetRootElementStyleFrame(),"Method"
DummyForGlobalFunctions.GetRootFrame(),"Method"
DummyForGlobalFunctions.GetRootMovingFrame(),"Method"
DummyForGlobalFunctions.GetRootScrollFrameAsScrollable(),"Method"
DummyForGlobalFunctions.GetSSLStatus(),"Method"
DummyForGlobalFunctions.GetSameTypeParent(),"Method"
DummyForGlobalFunctions.GetScheme(),"Method"
DummyForGlobalFunctions.GetScriptHook(),"Method"
DummyForGlobalFunctions.GetScriptsEnabled(),"Method"
DummyForGlobalFunctions.GetScrollPortRect(),"Method"
DummyForGlobalFunctions.GetScrolledFrame(),"Method"
DummyForGlobalFunctions.GetSearchFromHrefString(),"Method"
DummyForGlobalFunctions.GetSecurityInfo(),"Method"
DummyForGlobalFunctions.GetSecurityUI(),"Method"
DummyForGlobalFunctions.GetSelected(),"Method"
DummyForGlobalFunctions.GetSelectedLocale(),"Method"
DummyForGlobalFunctions.GetSelection(),"Method"
DummyForGlobalFunctions.GetSheetURI(),"Method"
DummyForGlobalFunctions.GetSize(),"Method"
