"class","category"
DummyForGlobalFunctions.debug_only(),"Method"
DummyForGlobalFunctions.debug_only_print0(),"Method"
DummyForGlobalFunctions.debug_only_printf(),"Method"
DummyForGlobalFunctions.defineProperty(),"Method"
DummyForGlobalFunctions.demote(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.denseArrayElement(),"Method"
DummyForGlobalFunctions.destructorSafeDestroyNSSReference(),"Method"
DummyForGlobalFunctions.determineSlotType(),"Method"
DummyForGlobalFunctions.dir(),"Method"
DummyForGlobalFunctions.displayAlert(ProblemType &,ProblemType *),"Method"
DummyForGlobalFunctions.do_CreateInstance(),"Method"
DummyForGlobalFunctions.do_GetCurrentThread(),"Method"
DummyForGlobalFunctions.do_GetInterface(),"Method"
DummyForGlobalFunctions.do_GetService(),"Method"
DummyForGlobalFunctions.do_QueryFrame(),"Method"
DummyForGlobalFunctions.do_QueryInterface(),"Method"
DummyForGlobalFunctions.doubletwochars(),"Method"
DummyForGlobalFunctions.doubletwochars_utf(),"Method"
DummyForGlobalFunctions.dropProperty(),"Method"
DummyForGlobalFunctions.dtor(),"Method"
DummyForGlobalFunctions.emitIf(),"Method"
DummyForGlobalFunctions.emitNativeCall(),"Method"
DummyForGlobalFunctions.emitNativePropertyOp(),"Method"
DummyForGlobalFunctions.emitTreeCall(),"Method"
DummyForGlobalFunctions.empty(),"Method"
DummyForGlobalFunctions.end(),"Method"
DummyForGlobalFunctions.endLoop(),"Method"
DummyForGlobalFunctions.end_lines(),"Method"
DummyForGlobalFunctions.ensureSpace(),"Method"
DummyForGlobalFunctions.enterDeepBailCall(),"Method"
DummyForGlobalFunctions.equalfirstletter(),"Method"
DummyForGlobalFunctions.equality(),"Method"
DummyForGlobalFunctions.equalityHelper(),"Method"
DummyForGlobalFunctions.erase(),"Method"
DummyForGlobalFunctions.error(),"Method"
DummyForGlobalFunctions.exception(),"Method"
DummyForGlobalFunctions.exit(),"Method"
DummyForGlobalFunctions.expand_rootword(),"Method"
DummyForGlobalFunctions.extrachar(),"Method"
DummyForGlobalFunctions.extrachar_utf(),"Method"
DummyForGlobalFunctions.f2i(),"Method"
DummyForGlobalFunctions.fclose(),"Method"
DummyForGlobalFunctions.fgets(),"Method"
DummyForGlobalFunctions.finalizer(),"Method"
DummyForGlobalFunctions.find(),"Method"
DummyForGlobalFunctions.findNestedCompatiblePeer(),"Method"
DummyForGlobalFunctions.findTrackerPage(),"Method"
DummyForGlobalFunctions.findVersion(),"Method"
DummyForGlobalFunctions.finish(),"Method"
DummyForGlobalFunctions.finishGetProp(),"Method"
DummyForGlobalFunctions.firstUnused(),"Method"
DummyForGlobalFunctions.fitsInSmallChar(),"Method"
DummyForGlobalFunctions.flag_bsearch(),"Method"
DummyForGlobalFunctions.flatChars(),"Method"
DummyForGlobalFunctions.floor(),"Method"
DummyForGlobalFunctions.flush(),"Method"
DummyForGlobalFunctions.forget(),"Method"
DummyForGlobalFunctions.forgetGuardedShapes(),"Method"
DummyForGlobalFunctions.forgotchar(),"Method"
DummyForGlobalFunctions.forgotchar_utf(),"Method"
DummyForGlobalFunctions.formalArgsEnd(),"Method"
DummyForGlobalFunctions.formatter(),"Method"
DummyForGlobalFunctions.fp(),"Method"
DummyForGlobalFunctions.fprintf(),"Method"
DummyForGlobalFunctions.frameIfInRange(),"Method"
DummyForGlobalFunctions.free(),"Method"
DummyForGlobalFunctions.fromRaw(),"Method"
DummyForGlobalFunctions.front(),"Method"
DummyForGlobalFunctions.fuseIf(),"Method"
DummyForGlobalFunctions.gLastGCProc(),"Method"
DummyForGlobalFunctions.get(),"Method"
DummyForGlobalFunctions.getAttributes(),"Method"
DummyForGlobalFunctions.getCallDepth(),"Method"
DummyForGlobalFunctions.getChars(),"Method"
DummyForGlobalFunctions.getClassPrototype(),"Method"
DummyForGlobalFunctions.getCoercedType(ProblemType),"Method"
DummyForGlobalFunctions.getCompartment(),"Method"
DummyForGlobalFunctions.getCurrentFrame(),"Method"
DummyForGlobalFunctions.getCurrentSegment(),"Method"
DummyForGlobalFunctions.getErrorMessage(ProblemType,nsString &,ProblemType,ProblemType,ProblemType *,nsString &),"Method"
DummyForGlobalFunctions.getExecuteFrame(),"Method"
DummyForGlobalFunctions.getFragment(),"Method"
DummyForGlobalFunctions.getFrame(),"Method"
DummyForGlobalFunctions.getFunction(),"Method"
DummyForGlobalFunctions.getInitialArgBegin(),"Method"
DummyForGlobalFunctions.getInitialFrame(),"Method"
DummyForGlobalFunctions.getInitialVarObj(),"Method"
DummyForGlobalFunctions.getInvalidCertErrorMessage(ProblemType,ProblemType,ProblemType,ProblemType,ProblemType,nsString &,nsString &,ProblemType,ProblemType *,ProblemType,ProblemType *,nsString &),"Method"
DummyForGlobalFunctions.getNSSCertNicknamesFromCertList(),"Method"
DummyForGlobalFunctions.getNSSDialogs(),"Method"
DummyForGlobalFunctions.getObject(),"Method"
DummyForGlobalFunctions.getPreviousInContext(),"Method"
DummyForGlobalFunctions.getPreviousInMemory(),"Method"
DummyForGlobalFunctions.getPrivate(),"Method"
DummyForGlobalFunctions.getProp(),"Method"
DummyForGlobalFunctions.getProperty(),"Method"
DummyForGlobalFunctions.getProto(),"Method"
DummyForGlobalFunctions.getScript(),"Method"
DummyForGlobalFunctions.getSegmentAndFrame(),"Method"
DummyForGlobalFunctions.getSuspendedFrame(),"Method"
DummyForGlobalFunctions.getSuspendedRegs(),"Method"
DummyForGlobalFunctions.getTrackerPageBase(),"Method"
DummyForGlobalFunctions.getTrackerPageOffset(),"Method"
DummyForGlobalFunctions.getTreeInfo(),"Method"
DummyForGlobalFunctions.getUILangCountry(),"Method"
DummyForGlobalFunctions.get_argc(),"Method"
DummyForGlobalFunctions.get_complexprefixes(),"Method"
DummyForGlobalFunctions.get_compound(),"Method"
DummyForGlobalFunctions.get_compoundflag(),"Method"
DummyForGlobalFunctions.get_current_cs(),"Method"
DummyForGlobalFunctions.get_encoding(),"Method"
DummyForGlobalFunctions.get_langnum(),"Method"
DummyForGlobalFunctions.get_maptable(),"Method"
DummyForGlobalFunctions.get_maxngramsugs(),"Method"
DummyForGlobalFunctions.get_nosplitsugs(),"Method"
DummyForGlobalFunctions.get_nummap(),"Method"
DummyForGlobalFunctions.get_numrep(),"Method"
DummyForGlobalFunctions.get_reptable(),"Method"
DummyForGlobalFunctions.get_typemap(),"Method"
DummyForGlobalFunctions.get_utf8(),"Method"
DummyForGlobalFunctions.getcwd(),"Method"
DummyForGlobalFunctions.getpid(),"Method"
DummyForGlobalFunctions.getrusage(),"Method"
DummyForGlobalFunctions.getter(),"Method"
DummyForGlobalFunctions.getter_AddRefs(),"Method"
DummyForGlobalFunctions.getvp(),"Method"
DummyForGlobalFunctions.gfxFloat(),"Method"
DummyForGlobalFunctions.gfxPoint(),"Method"
DummyForGlobalFunctions.globalTypeMap(),"Method"
DummyForGlobalFunctions.guard(),"Method"
DummyForGlobalFunctions.guardArguments(),"Method"
DummyForGlobalFunctions.guardCallee(),"Method"
DummyForGlobalFunctions.guardClass(),"Method"
DummyForGlobalFunctions.guardDenseArray(),"Method"
DummyForGlobalFunctions.guardPrototypeHasNoIndexedProperties(),"Method"
DummyForGlobalFunctions.guardShape(),"Method"
DummyForGlobalFunctions.has(),"Method"
DummyForGlobalFunctions.hasActiveSegment(),"Method"
DummyForGlobalFunctions.hasExplicitKeyUsageNonRepudiation(ProblemType *),"Method"
DummyForGlobalFunctions.hasInitialVarObj(),"Method"
DummyForGlobalFunctions.hasIteratorMethod(),"Method"
DummyForGlobalFunctions.hasMethod(),"Method"
DummyForGlobalFunctions.hasProperty(),"Method"
DummyForGlobalFunctions.hasScript(),"Method"
DummyForGlobalFunctions.hasfp(),"Method"
DummyForGlobalFunctions.have_contclass(),"Method"
DummyForGlobalFunctions.header(),"Method"
DummyForGlobalFunctions.hits(),"Method"
DummyForGlobalFunctions.hook(),"Method"
DummyForGlobalFunctions.ifop(),"Method"
DummyForGlobalFunctions.imm32(),"Method"
DummyForGlobalFunctions.imm64f(),"Method"
DummyForGlobalFunctions.import(),"Method"
DummyForGlobalFunctions.inContext(),"Method"
DummyForGlobalFunctions.inc(),"Method"
DummyForGlobalFunctions.incHelper(),"Method"
DummyForGlobalFunctions.incName(),"Method"
DummyForGlobalFunctions.incProp(),"Method"
DummyForGlobalFunctions.info(),"Method"
DummyForGlobalFunctions.init(),"Method"
DummyForGlobalFunctions.initDummyFrame(),"Method"
DummyForGlobalFunctions.ins0(),"Method"
DummyForGlobalFunctions.ins1(),"Method"
DummyForGlobalFunctions.ins2(),"Method"
DummyForGlobalFunctions.ins2i(),"Method"
DummyForGlobalFunctions.insAlloc(),"Method"
DummyForGlobalFunctions.insBranch(),"Method"
DummyForGlobalFunctions.insCall(),"Method"
DummyForGlobalFunctions.insGuard(),"Method"
DummyForGlobalFunctions.insImm(),"Method"
DummyForGlobalFunctions.insImmPtr(),"Method"
DummyForGlobalFunctions.insImmf(),"Method"
DummyForGlobalFunctions.insLoad(),"Method"
DummyForGlobalFunctions.insParam(),"Method"
DummyForGlobalFunctions.insStorei(),"Method"
DummyForGlobalFunctions.ins_choose(),"Method"
DummyForGlobalFunctions.ins_eq0(),"Method"
DummyForGlobalFunctions.ins_peq0(),"Method"
DummyForGlobalFunctions.ins_u2p(),"Method"
DummyForGlobalFunctions.int32(),"Method"
DummyForGlobalFunctions.int32_t(),"Method"
DummyForGlobalFunctions.int64(),"Method"
DummyForGlobalFunctions.intString(),"Method"
DummyForGlobalFunctions.interpretedFunctionCall(),"Method"
DummyForGlobalFunctions.io(),"Method"
DummyForGlobalFunctions.isAlreadyShutDown(),"Method"
DummyForGlobalFunctions.isAtomized(),"Method"
DummyForGlobalFunctions.isCall(),"Method"
DummyForGlobalFunctions.isCond(),"Method"
DummyForGlobalFunctions.isDenseArray(),"Method"
DummyForGlobalFunctions.isDependent(),"Method"
DummyForGlobalFunctions.isDummyFrame(),"Method"
DummyForGlobalFunctions.isFlat(),"Method"
DummyForGlobalFunctions.isGlobal(),"Method"
DummyForGlobalFunctions.isGlobalSlotUndemotable(),"Method"
DummyForGlobalFunctions.isInstructionUndemotable(),"Method"
DummyForGlobalFunctions.isInt32(ProblemType),"Method"
DummyForGlobalFunctions.isMethod(),"Method"
DummyForGlobalFunctions.isNonSSLErrorThatWeAllowToRetry(ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.isNumber(ProblemType),"Method"
DummyForGlobalFunctions.isOk(),"Method"
DummyForGlobalFunctions.isPromote(ProblemType *),"Method"
DummyForGlobalFunctions.isPromoteInt(ProblemType *),"Method"
DummyForGlobalFunctions.isPromoteUint(ProblemType *),"Method"
DummyForGlobalFunctions.isQuad(),"Method"
DummyForGlobalFunctions.isRope(),"Method"
DummyForGlobalFunctions.isSaved(),"Method"
DummyForGlobalFunctions.isStackSlotUndemotable(),"Method"
DummyForGlobalFunctions.isTLSIntoleranceError(ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.isUIForbidden(),"Method"
DummyForGlobalFunctions.isUndefined(),"Method"
DummyForGlobalFunctions.isValidSlot(),"Method"
DummyForGlobalFunctions.is_constructing(),"Method"
DummyForGlobalFunctions.is_reply(),"Method"
DummyForGlobalFunctions.is_reply_error(),"Method"
DummyForGlobalFunctions.is_rpc(),"Method"
DummyForGlobalFunctions.is_sync(),"Method"
DummyForGlobalFunctions.isconst(),"Method"
DummyForGlobalFunctions.isconstf(),"Method"
DummyForGlobalFunctions.isconstp(),"Method"
DummyForGlobalFunctions.isconstq(),"Method"
DummyForGlobalFunctions.isdigit(),"Method"
DummyForGlobalFunctions.isi2f(),"Method"
DummyForGlobalFunctions.isop(),"Method"
DummyForGlobalFunctions.isu2f(ProblemType *),"Method"
DummyForGlobalFunctions.iu2fArg(ProblemType *),"Method"
DummyForGlobalFunctions.joinContext(),"Method"
DummyForGlobalFunctions.joinEdgesToEntry(),"Method"
DummyForGlobalFunctions.js.SyncOptionsToVersion(),"Method"
DummyForGlobalFunctions.js_AbortRecording(ProblemType *,char *),"Method"
DummyForGlobalFunctions.js_AddToSrcNoteDelta(ProblemType *,ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_Atomize(),"Method"
DummyForGlobalFunctions.js_AtomizeChars(),"Method"
DummyForGlobalFunctions.js_AtomizeDouble(),"Method"
DummyForGlobalFunctions.js_AtomizePrimitiveValue(),"Method"
DummyForGlobalFunctions.js_AtomizeString(),"Method"
DummyForGlobalFunctions.js_BooleanOrUndefinedToNumber(),"Method"
DummyForGlobalFunctions.js_CallIteratorNext(),"Method"
DummyForGlobalFunctions.js_CaptureStackTypes(ProblemType *,unsigned int int,ProblemType *),"Method"
DummyForGlobalFunctions.js_CheckForStringIndex(),"Method"
DummyForGlobalFunctions.js_ComputeThis(),"Method"
DummyForGlobalFunctions.js_ComputeThisForFrame(),"Method"
DummyForGlobalFunctions.js_ConcatPostImacroStackCleanup(ProblemType,ProblemType &,ProblemType *),"Method"
DummyForGlobalFunctions.js_ConcatStrings(),"Method"
DummyForGlobalFunctions.js_ContextFromLinkField(),"Method"
DummyForGlobalFunctions.js_ContextIterator(ProblemType *,ProblemType,ProblemType * *,ProblemType *,ProblemType,ProblemType * *),"Method"
DummyForGlobalFunctions.js_CurrentPCIsInImacro(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_CurrentThreadData(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_DefineCompileTimeConstant(ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_DefineNativeProperty(),"Method"
DummyForGlobalFunctions.js_DeflateString(),"Method"
DummyForGlobalFunctions.js_DenseArrayCapacity(),"Method"
DummyForGlobalFunctions.js_DestroyContext(ProblemType *,ProblemType,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_DestroyScriptsToGC(),"Method"
DummyForGlobalFunctions.js_Emit1(ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_Emit2(ProblemType *,ProblemType *,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.js_Emit3(ProblemType *,ProblemType *,ProblemType,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.js_EmitFunctionScript(ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_EmitN(ProblemType *,ProblemType *,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.js_EmitTree(ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_EqualStrings(),"Method"
DummyForGlobalFunctions.js_ErrorToException(),"Method"
DummyForGlobalFunctions.js_ExpandErrorArguments(ProblemType *,ProblemType,void *,ProblemType,char * *,ProblemType *,bool,ProblemType,ProblemType *,ProblemType,void *,ProblemType,char * *,ProblemType *,bool,ProblemType),"Method"
DummyForGlobalFunctions.js_FillPropertyCache(),"Method"
DummyForGlobalFunctions.js_FindIdentifierBase(),"Method"
DummyForGlobalFunctions.js_FindPropertyHelper(),"Method"
DummyForGlobalFunctions.js_FinishAtomState(),"Method"
DummyForGlobalFunctions.js_FinishCodeGenerator(),"Method"
DummyForGlobalFunctions.js_FinishCommonAtoms(),"Method"
DummyForGlobalFunctions.js_FinishGC(),"Method"
DummyForGlobalFunctions.js_FinishJIT(ProblemType *),"Method"
DummyForGlobalFunctions.js_FinishRuntimeNumberState(),"Method"
DummyForGlobalFunctions.js_FinishTakingSrcNotes(ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_FinishTakingTryNotes(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_FinishThreads(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_FramePCToLineNumber(),"Method"
DummyForGlobalFunctions.js_FreeRuntimeScriptState(),"Method"
DummyForGlobalFunctions.js_GC(),"Method"
DummyForGlobalFunctions.js_GetBuiltinFunction(ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_GetClassPrototype(),"Method"
DummyForGlobalFunctions.js_GetCurrentBytecodePC(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_GetDenseArrayElementValue(),"Method"
DummyForGlobalFunctions.js_GetLocalizedErrorMessage(),"Method"
DummyForGlobalFunctions.js_GetPropertyHelper(),"Method"
DummyForGlobalFunctions.js_GetScriptedCaller(ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_GetSrcNote(),"Method"
DummyForGlobalFunctions.js_GetSrcNoteOffset(),"Method"
DummyForGlobalFunctions.js_GetTopStackFrame(),"Method"
DummyForGlobalFunctions.js_HandleExecutionInterrupt(ProblemType *),"Method"
DummyForGlobalFunctions.js_InStatement(ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_IndexAtom(),"Method"
DummyForGlobalFunctions.js_InferFlags(),"Method"
DummyForGlobalFunctions.js_InflateString(),"Method"
DummyForGlobalFunctions.js_InitAtomState(),"Method"
DummyForGlobalFunctions.js_InitCodeGenerator(),"Method"
DummyForGlobalFunctions.js_InitCommonAtoms(),"Method"
DummyForGlobalFunctions.js_InitFunctionAndObjectClasses(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_InitFunctionClass(),"Method"
DummyForGlobalFunctions.js_InitGC(),"Method"
DummyForGlobalFunctions.js_InitJIT(ProblemType *),"Method"
DummyForGlobalFunctions.js_InitObjectClass(),"Method"
DummyForGlobalFunctions.js_InitRandom(),"Method"
DummyForGlobalFunctions.js_InitRuntimeNumberState(),"Method"
DummyForGlobalFunctions.js_InitRuntimeScriptState(),"Method"
DummyForGlobalFunctions.js_InitThreads(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_InvokeOperationCallback(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_IsCacheableNonGlobalScope(),"Method"
DummyForGlobalFunctions.js_IsDenseArray(),"Method"
DummyForGlobalFunctions.js_IsGlobalReference(ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_IsIdentifier(),"Method"
DummyForGlobalFunctions.js_IsOverriddenArgsLength(),"Method"
DummyForGlobalFunctions.js_LexicalLookup(),"Method"
DummyForGlobalFunctions.js_LookupLocal(),"Method"
DummyForGlobalFunctions.js_LookupPropertyWithFlags(),"Method"
DummyForGlobalFunctions.js_MonitorLoopEdge(ProblemType *,ProblemType &,ProblemType),"Method"
DummyForGlobalFunctions.js_NativeToValue(ProblemType *,ProblemType &,ProblemType,double *),"Method"
DummyForGlobalFunctions.js_NewContext(ProblemType *,ProblemType,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_NewDependentString(),"Method"
DummyForGlobalFunctions.js_NewDoubleInRootedValue(),"Method"
DummyForGlobalFunctions.js_NewDtoaState(),"Method"
DummyForGlobalFunctions.js_NewFunction(),"Method"
DummyForGlobalFunctions.js_NewScriptFromCG(),"Method"
DummyForGlobalFunctions.js_NewSrcNote(ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_NewSrcNote2(ProblemType *,ProblemType *,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.js_NewSrcNote3(ProblemType *,ProblemType *,ProblemType,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.js_OnVersionChange(ProblemType *),"Method"
DummyForGlobalFunctions.js_OverfullJITCache(ProblemType *),"Method"
DummyForGlobalFunctions.js_PopStatement(ProblemType *),"Method"
DummyForGlobalFunctions.js_PopStatementCG(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_PrototypeHasIndexedProperties(),"Method"
DummyForGlobalFunctions.js_PurgeJITOracle(),"Method"
DummyForGlobalFunctions.js_PurgeScriptFragments(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_PurgeThreads(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_PushBlockScope(ProblemType *,ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_PushStatement(ProblemType *,ProblemType *,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.js_ReportAllocationOverflow(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_ReportCompileErrorNumber(),"Method"
DummyForGlobalFunctions.js_ReportErrorAgain(),"Method"
DummyForGlobalFunctions.js_ReportErrorNumberVA(ProblemType *,ProblemType,ProblemType,void *,ProblemType,ProblemType,ProblemType,ProblemType *,ProblemType,ProblemType,void *,ProblemType,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.js_ReportErrorVA(ProblemType *,ProblemType,char *,ProblemType,ProblemType *,ProblemType,char *,ProblemType),"Method"
DummyForGlobalFunctions.js_ReportIsNotDefined(ProblemType *,char *,ProblemType *,char *),"Method"
DummyForGlobalFunctions.js_ReportIsNullOrUndefined(ProblemType *,ProblemType,ProblemType &,ProblemType *,ProblemType *,ProblemType,ProblemType &,ProblemType *),"Method"
DummyForGlobalFunctions.js_ReportMissingArg(ProblemType *,ProblemType &,ProblemType,ProblemType *,ProblemType &,ProblemType),"Method"
DummyForGlobalFunctions.js_ReportOutOfMemory(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_ReportOutOfScriptQuota(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_ReportValueErrorFlags(ProblemType *,ProblemType,ProblemType,ProblemType,ProblemType &,ProblemType *,char *,char *,ProblemType *,ProblemType,ProblemType,ProblemType,ProblemType &,ProblemType *,char *,char *),"Method"
DummyForGlobalFunctions.js_ResetJIT(ProblemType *),"Method"
DummyForGlobalFunctions.js_SetJumpOffset(ProblemType *,ProblemType *,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_SetMaxCodeCacheBytes(ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_SetSrcNoteOffset(ProblemType *,ProblemType *,ProblemType,ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.js_SetVersion(ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_StartResolving(ProblemType *,ProblemType *,ProblemType,ProblemType * *,ProblemType *,ProblemType *,ProblemType,ProblemType * *),"Method"
DummyForGlobalFunctions.js_StopResolving(ProblemType *,ProblemType *,ProblemType,ProblemType *,ProblemType,ProblemType *,ProblemType *,ProblemType,ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_StringToNumber(),"Method"
DummyForGlobalFunctions.js_SyncOptionsToVersion(ProblemType *),"Method"
DummyForGlobalFunctions.js_SyncVersionToOptions(ProblemType *),"Method"
DummyForGlobalFunctions.js_TraceId(),"Method"
DummyForGlobalFunctions.js_TraceStackFrame(),"Method"
DummyForGlobalFunctions.js_TriggerAllOperationCallbacks(ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.js_TriggerGC(),"Method"
DummyForGlobalFunctions.js_ValidContextPointer(ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_ValueToIterator(),"Method"
DummyForGlobalFunctions.js_ValueToNumber(),"Method"
DummyForGlobalFunctions.js_ValueToObject(),"Method"
DummyForGlobalFunctions.js_ValueToStringId(),"Method"
DummyForGlobalFunctions.js_WaitForGC(),"Method"
DummyForGlobalFunctions.js_calloc(),"Method"
DummyForGlobalFunctions.js_free(),"Method"
DummyForGlobalFunctions.js_generic_native_method_dispatcher(ProblemType *,ProblemType *,ProblemType,ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.js_strlen(),"Method"
DummyForGlobalFunctions.js_strncpy(),"Method"
DummyForGlobalFunctions.jsdouble(),"Method"
DummyForGlobalFunctions.jsds_CallHookProc(ProblemType *,ProblemType *,ProblemType,void *),"Method"
DummyForGlobalFunctions.jsds_ErrorHookProc(ProblemType *,ProblemType *,char *,ProblemType *,void *),"Method"
DummyForGlobalFunctions.jsds_ExecutionHookProc(ProblemType *,ProblemType *,ProblemType,void *,ProblemType *),"Method"
DummyForGlobalFunctions.jsds_FilterHook(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.jsds_FindEphemeral(Anonymous_11 * *,void *),"Method"
DummyForGlobalFunctions.jsds_FindFilter(ProblemType *),"Method"
DummyForGlobalFunctions.jsds_FreeFilter(FilterRecord *),"Method"
DummyForGlobalFunctions.jsds_GCCallbackProc(ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.jsds_InsertEphemeral(Anonymous_11 * *,Anonymous_11 *),"Method"
DummyForGlobalFunctions.jsds_InvalidateAllEphemerals(Anonymous_11 * *),"Method"
DummyForGlobalFunctions.jsds_NotifyPendingDeadScripts(ProblemType *),"Method"
DummyForGlobalFunctions.jsds_RemoveEphemeral(Anonymous_11 * *,Anonymous_11 *),"Method"
DummyForGlobalFunctions.jsds_ScriptHookProc(ProblemType *,ProblemType *,ProblemType,void *),"Method"
DummyForGlobalFunctions.jsds_SyncFilter(FilterRecord *,ProblemType *),"Method"
DummyForGlobalFunctions.jsint(),"Method"
DummyForGlobalFunctions.jsuint(),"Method"
DummyForGlobalFunctions.jsuword(),"Method"
DummyForGlobalFunctions.jsval(),"Method"
DummyForGlobalFunctions.known(),"Method"
DummyForGlobalFunctions.lazilyImportGlobalSlot(),"Method"
DummyForGlobalFunctions.lcs(),"Method"
DummyForGlobalFunctions.lcslen(),"Method"
DummyForGlobalFunctions.leaveContext(),"Method"
DummyForGlobalFunctions.leaveDeepBailCall(),"Method"
DummyForGlobalFunctions.length(),"Method"
DummyForGlobalFunctions.length2String(),"Method"
DummyForGlobalFunctions.list(),"Method"
DummyForGlobalFunctions.liveFrame(),"Method"
DummyForGlobalFunctions.location(),"Method"
DummyForGlobalFunctions.lockIf(),"Method"
DummyForGlobalFunctions.longswapchar(),"Method"
DummyForGlobalFunctions.longswapchar_utf(),"Method"
DummyForGlobalFunctions.lookup(),"Method"
DummyForGlobalFunctions.lookupProperty(),"Method"
DummyForGlobalFunctions.mach_task_self(),"Method"
DummyForGlobalFunctions.mach_thread_self(),"Method"
DummyForGlobalFunctions.mainThread(),"Method"
DummyForGlobalFunctions.makeNumberInt32(),"Method"
DummyForGlobalFunctions.malloc(),"Method"
DummyForGlobalFunctions.map(),"Method"
DummyForGlobalFunctions.map_is_native(),"Method"
DummyForGlobalFunctions.map_related(),"Method"
DummyForGlobalFunctions.map_related_utf(),"Method"
DummyForGlobalFunctions.mapchars(),"Method"
DummyForGlobalFunctions.mark(),"Method"
DummyForGlobalFunctions.markGlobalSlotUndemotable(),"Method"
DummyForGlobalFunctions.markInstructionUndemotable(),"Method"
DummyForGlobalFunctions.markStackSlotUndemotable(),"Method"
DummyForGlobalFunctions.markUndemotes(),"Method"
DummyForGlobalFunctions.maybeIMacroPC(),"Method"
DummyForGlobalFunctions.maybeImacropc(),"Method"
DummyForGlobalFunctions.maybeOverrideVersion(),"Method"
DummyForGlobalFunctions.maybefp(),"Method"
DummyForGlobalFunctions.memcmp(),"Method"
DummyForGlobalFunctions.memcpy(),"Method"
DummyForGlobalFunctions.memmove(),"Method"
DummyForGlobalFunctions.memoize(),"Method"
DummyForGlobalFunctions.memset(),"Method"
DummyForGlobalFunctions.methodReadBarrier(),"Method"
DummyForGlobalFunctions.methodValue(),"Method"
DummyForGlobalFunctions.mkallcap(),"Method"
DummyForGlobalFunctions.mkallcap_utf(),"Method"
DummyForGlobalFunctions.mkallsmall(),"Method"
DummyForGlobalFunctions.mkallsmall_utf(),"Method"
DummyForGlobalFunctions.mmap(),"Method"
DummyForGlobalFunctions.movechar(),"Method"
DummyForGlobalFunctions.movechar_utf(),"Method"
DummyForGlobalFunctions.munmap(),"Method"
DummyForGlobalFunctions.mystrdup(),"Method"
DummyForGlobalFunctions.nGlobalTypes(),"Method"
DummyForGlobalFunctions.nativeStackOffset(),"Method"
DummyForGlobalFunctions.net_IsValidHostName(),"Method"
